run sh: `/home/mounir.ourekouch/.conda/envs/re_ssm/bin/python /home/mounir.ourekouch/.conda/envs/re_ssm/lib/python3.10/site-packages/swift/cli/sft.py --model Qwen/Qwen2.5-7B-Instruct --train_type lora --dataset re_data/1_PROMPT/TACRED/TACRED_data_train.json --val_dataset re_data/1_PROMPT/TACRED/TACRED_data_dev.json --torch_dtype bfloat16 --num_train_epochs 2 --per_device_train_batch_size 4 --per_device_eval_batch_size 4 --learning_rate 1e-4 --lora_rank 8 --lora_alpha 32 --target_modules all-linear --gradient_accumulation_steps 16 --eval_strategy steps --eval_steps 50 --save_steps 50 --save_total_limit 5 --logging_steps 5 --max_length 2048 --output_dir output --system You are an AI assistant specialized in identifying relationships between named entities in sentences. --warmup_ratio 0.05 --dataloader_num_workers 4 --model_author swift --model_name swift-robot`
Downloading Model from https://www.modelscope.cn to directory: /home/mounir.ourekouch/.cache/modelscope/hub/models/Qwen/Qwen2.5-7B-Instruct
Downloading Model from https://www.modelscope.cn to directory: /home/mounir.ourekouch/.cache/modelscope/hub/models/Qwen/Qwen2.5-7B-Instruct
{'loss': 12.57966042, 'grad_norm': 41.4846611, 'learning_rate': 9.3e-07, 'token_acc': 0.33333333, 'epoch': 0.0, 'global_step/max_steps': '1/2128', 'percentage': '0.05%', 'elapsed_time': '5s', 'remaining_time': '3h 17m 1s', 'memory(GiB)': 17.2, 'train_speed(iter/s)': 0.179922}
{'loss': 0.07125632, 'grad_norm': 0.39511207, 'learning_rate': 8.053e-05, 'token_acc': 0.97604167, 'epoch': 0.65, 'global_step/max_steps': '695/2128', 'percentage': '32.66%', 'elapsed_time': '2h 47m 36s', 'remaining_time': '5h 45m 34s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06911}
{'loss': 0.12164848, 'grad_norm': 0.42824748, 'learning_rate': 8.022e-05, 'token_acc': 0.96041667, 'epoch': 0.66, 'global_step/max_steps': '700/2128', 'percentage': '32.89%', 'elapsed_time': '2h 48m 0s', 'remaining_time': '5h 42m 44s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06944}
{'eval_loss': 0.10337835, 'eval_runtime': 502.53, 'eval_samples_per_second': 45.034, 'eval_steps_per_second': 11.259, 'eval_token_acc': 0.96176336, 'epoch': 0.66, 'global_step/max_steps': '700/2128', 'percentage': '32.89%', 'elapsed_time': '2h 56m 23s', 'remaining_time': '5h 59m 49s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066142}
{'loss': 0.09005532, 'grad_norm': 0.32545081, 'learning_rate': 7.991e-05, 'token_acc': 0.96145833, 'epoch': 0.66, 'global_step/max_steps': '705/2128', 'percentage': '33.13%', 'elapsed_time': '2h 56m 48s', 'remaining_time': '5h 56m 53s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066454}
{'loss': 0.0806803, 'grad_norm': 0.27265373, 'learning_rate': 7.96e-05, 'token_acc': 0.96875, 'epoch': 0.67, 'global_step/max_steps': '710/2128', 'percentage': '33.36%', 'elapsed_time': '2h 57m 14s', 'remaining_time': '5h 53m 58s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066766}
{'loss': 0.09238934, 'grad_norm': 0.4373289, 'learning_rate': 7.928e-05, 'token_acc': 0.96458333, 'epoch': 0.67, 'global_step/max_steps': '715/2128', 'percentage': '33.60%', 'elapsed_time': '2h 57m 39s', 'remaining_time': '5h 51m 4s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067079}
{'loss': 0.0878607, 'grad_norm': 0.23319171, 'learning_rate': 7.897e-05, 'token_acc': 0.96666667, 'epoch': 0.68, 'global_step/max_steps': '720/2128', 'percentage': '33.83%', 'elapsed_time': '2h 58m 3s', 'remaining_time': '5h 48m 12s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067392}
{'loss': 0.08357236, 'grad_norm': 0.34315088, 'learning_rate': 7.865e-05, 'token_acc': 0.96458333, 'epoch': 0.68, 'global_step/max_steps': '725/2128', 'percentage': '34.07%', 'elapsed_time': '2h 58m 27s', 'remaining_time': '5h 45m 21s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067709}
{'loss': 0.09856099, 'grad_norm': 0.28154999, 'learning_rate': 7.833e-05, 'token_acc': 0.96145833, 'epoch': 0.69, 'global_step/max_steps': '730/2128', 'percentage': '34.30%', 'elapsed_time': '2h 58m 52s', 'remaining_time': '5h 42m 33s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068019}
{'loss': 0.09353175, 'grad_norm': 0.46866924, 'learning_rate': 7.801e-05, 'token_acc': 0.96770833, 'epoch': 0.69, 'global_step/max_steps': '735/2128', 'percentage': '34.54%', 'elapsed_time': '2h 59m 16s', 'remaining_time': '5h 39m 45s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068332}
{'loss': 0.08121867, 'grad_norm': 0.28454003, 'learning_rate': 7.769e-05, 'token_acc': 0.971875, 'epoch': 0.7, 'global_step/max_steps': '740/2128', 'percentage': '34.77%', 'elapsed_time': '2h 59m 40s', 'remaining_time': '5h 37m 1s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068641}
{'loss': 0.08359952, 'grad_norm': 0.32474497, 'learning_rate': 7.736e-05, 'token_acc': 0.971875, 'epoch': 0.7, 'global_step/max_steps': '745/2128', 'percentage': '35.01%', 'elapsed_time': '3h 0m 5s', 'remaining_time': '5h 34m 18s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068947}
{'loss': 0.07023249, 'grad_norm': 0.31648296, 'learning_rate': 7.704e-05, 'token_acc': 0.978125, 'epoch': 0.71, 'global_step/max_steps': '750/2128', 'percentage': '35.24%', 'elapsed_time': '3h 0m 30s', 'remaining_time': '5h 31m 39s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069248}
{'eval_loss': 0.10222258, 'eval_runtime': 505.774, 'eval_samples_per_second': 44.745, 'eval_steps_per_second': 11.187, 'eval_token_acc': 0.96224942, 'epoch': 0.71, 'global_step/max_steps': '750/2128', 'percentage': '35.24%', 'elapsed_time': '3h 8m 56s', 'remaining_time': '5h 47m 8s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066159}
{'loss': 0.0846066, 'grad_norm': 0.29531643, 'learning_rate': 7.671e-05, 'token_acc': 0.971875, 'epoch': 0.71, 'global_step/max_steps': '755/2128', 'percentage': '35.48%', 'elapsed_time': '3h 9m 23s', 'remaining_time': '5h 44m 24s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066444}
{'loss': 0.07792889, 'grad_norm': 0.3093991, 'learning_rate': 7.638e-05, 'token_acc': 0.96979167, 'epoch': 0.71, 'global_step/max_steps': '760/2128', 'percentage': '35.71%', 'elapsed_time': '3h 9m 48s', 'remaining_time': '5h 41m 38s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066736}
{'loss': 0.10523634, 'grad_norm': 0.28306562, 'learning_rate': 7.605e-05, 'token_acc': 0.96145833, 'epoch': 0.72, 'global_step/max_steps': '765/2128', 'percentage': '35.95%', 'elapsed_time': '3h 10m 12s', 'remaining_time': '5h 38m 54s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067029}
{'loss': 0.0734848, 'grad_norm': 0.26699147, 'learning_rate': 7.571e-05, 'token_acc': 0.978125, 'epoch': 0.72, 'global_step/max_steps': '770/2128', 'percentage': '36.18%', 'elapsed_time': '3h 10m 37s', 'remaining_time': '5h 36m 12s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06732}
{'loss': 0.10212812, 'grad_norm': 0.33182466, 'learning_rate': 7.538e-05, 'token_acc': 0.96666667, 'epoch': 0.73, 'global_step/max_steps': '775/2128', 'percentage': '36.42%', 'elapsed_time': '3h 11m 3s', 'remaining_time': '5h 33m 33s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067606}
{'loss': 0.10281571, 'grad_norm': 0.36170426, 'learning_rate': 7.504e-05, 'token_acc': 0.96145833, 'epoch': 0.73, 'global_step/max_steps': '780/2128', 'percentage': '36.65%', 'elapsed_time': '3h 11m 29s', 'remaining_time': '5h 30m 55s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06789}
{'loss': 0.07780764, 'grad_norm': 0.37245443, 'learning_rate': 7.471e-05, 'token_acc': 0.975, 'epoch': 0.74, 'global_step/max_steps': '785/2128', 'percentage': '36.89%', 'elapsed_time': '3h 11m 54s', 'remaining_time': '5h 28m 19s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068174}
{'loss': 0.07662475, 'grad_norm': 0.29706758, 'learning_rate': 7.437e-05, 'token_acc': 0.96875, 'epoch': 0.74, 'global_step/max_steps': '790/2128', 'percentage': '37.12%', 'elapsed_time': '3h 12m 20s', 'remaining_time': '5h 25m 45s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068457}
{'loss': 0.10251689, 'grad_norm': 0.33556533, 'learning_rate': 7.403e-05, 'token_acc': 0.965625, 'epoch': 0.75, 'global_step/max_steps': '795/2128', 'percentage': '37.36%', 'elapsed_time': '3h 12m 44s', 'remaining_time': '5h 23m 11s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068742}
{'loss': 0.0886467, 'grad_norm': 0.35194796, 'learning_rate': 7.369e-05, 'token_acc': 0.97395833, 'epoch': 0.75, 'global_step/max_steps': '800/2128', 'percentage': '37.59%', 'elapsed_time': '3h 13m 10s', 'remaining_time': '5h 20m 39s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.069024}
{'eval_loss': 0.10463473, 'eval_runtime': 503.1924, 'eval_samples_per_second': 44.975, 'eval_steps_per_second': 11.244, 'eval_token_acc': 0.96176336, 'epoch': 0.75, 'global_step/max_steps': '800/2128', 'percentage': '37.59%', 'elapsed_time': '3h 21m 33s', 'remaining_time': '5h 34m 35s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066152}
{'loss': 0.08215553, 'grad_norm': 0.36384326, 'learning_rate': 7.334e-05, 'token_acc': 0.97083333, 'epoch': 0.76, 'global_step/max_steps': '805/2128', 'percentage': '37.83%', 'elapsed_time': '3h 22m 0s', 'remaining_time': '5h 31m 59s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066419}
{'loss': 0.09296885, 'grad_norm': 0.34584618, 'learning_rate': 7.3e-05, 'token_acc': 0.96875, 'epoch': 0.76, 'global_step/max_steps': '810/2128', 'percentage': '38.06%', 'elapsed_time': '3h 22m 24s', 'remaining_time': '5h 29m 21s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066696}
{'loss': 0.08679792, 'grad_norm': 0.46786866, 'learning_rate': 7.265e-05, 'token_acc': 0.96458333, 'epoch': 0.77, 'global_step/max_steps': '815/2128', 'percentage': '38.30%', 'elapsed_time': '3h 22m 49s', 'remaining_time': '5h 26m 45s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066971}
{'loss': 0.09243117, 'grad_norm': 0.31071571, 'learning_rate': 7.231e-05, 'token_acc': 0.96770833, 'epoch': 0.77, 'global_step/max_steps': '820/2128', 'percentage': '38.53%', 'elapsed_time': '3h 23m 14s', 'remaining_time': '5h 24m 11s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067244}
{'loss': 0.06122582, 'grad_norm': 0.22560659, 'learning_rate': 7.196e-05, 'token_acc': 0.975, 'epoch': 0.78, 'global_step/max_steps': '825/2128', 'percentage': '38.77%', 'elapsed_time': '3h 23m 39s', 'remaining_time': '5h 21m 38s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067517}
{'loss': 0.09630798, 'grad_norm': 0.37518317, 'learning_rate': 7.161e-05, 'token_acc': 0.96875, 'epoch': 0.78, 'global_step/max_steps': '830/2128', 'percentage': '39.00%', 'elapsed_time': '3h 24m 3s', 'remaining_time': '5h 19m 7s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067791}
{'loss': 0.0741922, 'grad_norm': 0.44602567, 'learning_rate': 7.126e-05, 'token_acc': 0.971875, 'epoch': 0.79, 'global_step/max_steps': '835/2128', 'percentage': '39.24%', 'elapsed_time': '3h 24m 28s', 'remaining_time': '5h 16m 37s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06806}
{'loss': 0.09649015, 'grad_norm': 0.3282356, 'learning_rate': 7.091e-05, 'token_acc': 0.96875, 'epoch': 0.79, 'global_step/max_steps': '840/2128', 'percentage': '39.47%', 'elapsed_time': '3h 24m 53s', 'remaining_time': '5h 14m 9s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068329}
{'loss': 0.13147314, 'grad_norm': 0.27477327, 'learning_rate': 7.055e-05, 'token_acc': 0.95208333, 'epoch': 0.79, 'global_step/max_steps': '845/2128', 'percentage': '39.71%', 'elapsed_time': '3h 25m 18s', 'remaining_time': '5h 11m 43s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068595}
{'loss': 0.07803384, 'grad_norm': 0.32889518, 'learning_rate': 7.02e-05, 'token_acc': 0.96770833, 'epoch': 0.8, 'global_step/max_steps': '850/2128', 'percentage': '39.94%', 'elapsed_time': '3h 25m 42s', 'remaining_time': '5h 9m 17s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068865}
{'eval_loss': 0.10070093, 'eval_runtime': 503.7223, 'eval_samples_per_second': 44.928, 'eval_steps_per_second': 11.232, 'eval_token_acc': 0.96226415, 'epoch': 0.8, 'global_step/max_steps': '850/2128', 'percentage': '39.94%', 'elapsed_time': '3h 34m 6s', 'remaining_time': '5h 21m 55s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066165}
{'loss': 0.0661858, 'grad_norm': 0.50482208, 'learning_rate': 6.984e-05, 'token_acc': 0.97604167, 'epoch': 0.8, 'global_step/max_steps': '855/2128', 'percentage': '40.18%', 'elapsed_time': '3h 34m 32s', 'remaining_time': '5h 19m 25s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066423}
{'loss': 0.10716861, 'grad_norm': 0.32355288, 'learning_rate': 6.948e-05, 'token_acc': 0.96041667, 'epoch': 0.81, 'global_step/max_steps': '860/2128', 'percentage': '40.41%', 'elapsed_time': '3h 34m 56s', 'remaining_time': '5h 16m 55s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066683}
{'loss': 0.08701692, 'grad_norm': 0.43504551, 'learning_rate': 6.913e-05, 'token_acc': 0.96354167, 'epoch': 0.81, 'global_step/max_steps': '865/2128', 'percentage': '40.65%', 'elapsed_time': '3h 35m 21s', 'remaining_time': '5h 14m 27s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066941}
{'loss': 0.07529393, 'grad_norm': 0.22848679, 'learning_rate': 6.877e-05, 'token_acc': 0.97604167, 'epoch': 0.82, 'global_step/max_steps': '870/2128', 'percentage': '40.88%', 'elapsed_time': '3h 35m 46s', 'remaining_time': '5h 12m 0s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067198}
{'loss': 0.10289792, 'grad_norm': 0.28729054, 'learning_rate': 6.84e-05, 'token_acc': 0.953125, 'epoch': 0.82, 'global_step/max_steps': '875/2128', 'percentage': '41.12%', 'elapsed_time': '3h 36m 11s', 'remaining_time': '5h 9m 35s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067456}
{'loss': 0.10331992, 'grad_norm': 0.38594654, 'learning_rate': 6.804e-05, 'token_acc': 0.965625, 'epoch': 0.83, 'global_step/max_steps': '880/2128', 'percentage': '41.35%', 'elapsed_time': '3h 36m 36s', 'remaining_time': '5h 7m 11s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067711}
{'loss': 0.09306298, 'grad_norm': 0.45504653, 'learning_rate': 6.768e-05, 'token_acc': 0.96458333, 'epoch': 0.83, 'global_step/max_steps': '885/2128', 'percentage': '41.59%', 'elapsed_time': '3h 37m 1s', 'remaining_time': '5h 4m 48s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067967}
{'loss': 0.06413263, 'grad_norm': 0.27263647, 'learning_rate': 6.732e-05, 'token_acc': 0.98541667, 'epoch': 0.84, 'global_step/max_steps': '890/2128', 'percentage': '41.82%', 'elapsed_time': '3h 37m 25s', 'remaining_time': '5h 2m 26s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068221}
{'loss': 0.08292997, 'grad_norm': 0.35479471, 'learning_rate': 6.695e-05, 'token_acc': 0.96770833, 'epoch': 0.84, 'global_step/max_steps': '895/2128', 'percentage': '42.06%', 'elapsed_time': '3h 37m 50s', 'remaining_time': '5h 0m 6s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068475}
{'loss': 0.08112889, 'grad_norm': 0.22196966, 'learning_rate': 6.658e-05, 'token_acc': 0.97395833, 'epoch': 0.85, 'global_step/max_steps': '900/2128', 'percentage': '42.29%', 'elapsed_time': '3h 38m 14s', 'remaining_time': '4h 57m 47s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068729}
{'eval_loss': 0.10178378, 'eval_runtime': 506.6092, 'eval_samples_per_second': 44.672, 'eval_steps_per_second': 11.168, 'eval_token_acc': 0.96170445, 'epoch': 0.85, 'global_step/max_steps': '900/2128', 'percentage': '42.29%', 'elapsed_time': '3h 46m 41s', 'remaining_time': '5h 9m 18s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066169}
{'loss': 0.08497837, 'grad_norm': 0.26320255, 'learning_rate': 6.622e-05, 'token_acc': 0.96875, 'epoch': 0.85, 'global_step/max_steps': '905/2128', 'percentage': '42.53%', 'elapsed_time': '3h 47m 8s', 'remaining_time': '5h 6m 56s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066407}
{'loss': 0.07915012, 'grad_norm': 0.36532044, 'learning_rate': 6.585e-05, 'token_acc': 0.971875, 'epoch': 0.86, 'global_step/max_steps': '910/2128', 'percentage': '42.76%', 'elapsed_time': '3h 47m 32s', 'remaining_time': '5h 4m 33s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066654}
{'loss': 0.06452726, 'grad_norm': 0.33463484, 'learning_rate': 6.548e-05, 'token_acc': 0.97708333, 'epoch': 0.86, 'global_step/max_steps': '915/2128', 'percentage': '43.00%', 'elapsed_time': '3h 47m 57s', 'remaining_time': '5h 2m 12s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.066897}
{'loss': 0.08220197, 'grad_norm': 0.59074849, 'learning_rate': 6.511e-05, 'token_acc': 0.97083333, 'epoch': 0.87, 'global_step/max_steps': '920/2128', 'percentage': '43.23%', 'elapsed_time': '3h 48m 22s', 'remaining_time': '4h 59m 51s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067142}
{'loss': 0.08227488, 'grad_norm': 0.34887186, 'learning_rate': 6.474e-05, 'token_acc': 0.97291667, 'epoch': 0.87, 'global_step/max_steps': '925/2128', 'percentage': '43.47%', 'elapsed_time': '3h 48m 47s', 'remaining_time': '4h 57m 33s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067382}
{'loss': 0.11183887, 'grad_norm': 0.26983398, 'learning_rate': 6.437e-05, 'token_acc': 0.959375, 'epoch': 0.87, 'global_step/max_steps': '930/2128', 'percentage': '43.70%', 'elapsed_time': '3h 49m 13s', 'remaining_time': '4h 55m 16s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.06762}
{'loss': 0.07607139, 'grad_norm': 0.27602771, 'learning_rate': 6.4e-05, 'token_acc': 0.97395833, 'epoch': 0.88, 'global_step/max_steps': '935/2128', 'percentage': '43.94%', 'elapsed_time': '3h 49m 39s', 'remaining_time': '4h 53m 1s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.067857}
{'loss': 0.08029224, 'grad_norm': 0.35748148, 'learning_rate': 6.362e-05, 'token_acc': 0.97291667, 'epoch': 0.88, 'global_step/max_steps': '940/2128', 'percentage': '44.17%', 'elapsed_time': '3h 50m 5s', 'remaining_time': '4h 50m 47s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068089}
{'loss': 0.09171387, 'grad_norm': 0.56963187, 'learning_rate': 6.325e-05, 'token_acc': 0.96458333, 'epoch': 0.89, 'global_step/max_steps': '945/2128', 'percentage': '44.41%', 'elapsed_time': '3h 50m 30s', 'remaining_time': '4h 48m 33s', 'memory(GiB)': 28.69, 'train_speed(iter/s)': 0.068327}
{'loss': 0.07065713, 'grad_norm': 0.49705401, 'learning_rate': 6.287e-05, 'token_acc': 0.97395833, 'epoch': 0.89, 'global_step/max_steps': '950/2128', 'percentage': '44.64%', 'elapsed_time': '3h 50m 56s', 'remaining_time': '4h 46m 21s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068561}
{'eval_loss': 0.09909453, 'eval_runtime': 505.5915, 'eval_samples_per_second': 44.761, 'eval_steps_per_second': 11.191, 'eval_token_acc': 0.96283858, 'epoch': 0.89, 'global_step/max_steps': '950/2128', 'percentage': '44.64%', 'elapsed_time': '3h 59m 21s', 'remaining_time': '4h 56m 48s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066148}
{'loss': 0.09046345, 'grad_norm': 0.2100088, 'learning_rate': 6.25e-05, 'token_acc': 0.96875, 'epoch': 0.9, 'global_step/max_steps': '955/2128', 'percentage': '44.88%', 'elapsed_time': '3h 59m 48s', 'remaining_time': '4h 54m 32s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066374}
{'loss': 0.08139705, 'grad_norm': 0.38346785, 'learning_rate': 6.212e-05, 'token_acc': 0.97291667, 'epoch': 0.9, 'global_step/max_steps': '960/2128', 'percentage': '45.11%', 'elapsed_time': '4h 0m 13s', 'remaining_time': '4h 52m 16s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066604}
{'loss': 0.06690993, 'grad_norm': 0.28718701, 'learning_rate': 6.174e-05, 'token_acc': 0.96979167, 'epoch': 0.91, 'global_step/max_steps': '965/2128', 'percentage': '45.35%', 'elapsed_time': '4h 0m 38s', 'remaining_time': '4h 50m 1s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066833}
{'loss': 0.06019458, 'grad_norm': 0.18754148, 'learning_rate': 6.136e-05, 'token_acc': 0.97708333, 'epoch': 0.91, 'global_step/max_steps': '970/2128', 'percentage': '45.58%', 'elapsed_time': '4h 1m 4s', 'remaining_time': '4h 47m 47s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067062}
{'loss': 0.08877619, 'grad_norm': 0.16985863, 'learning_rate': 6.099e-05, 'token_acc': 0.96770833, 'epoch': 0.92, 'global_step/max_steps': '975/2128', 'percentage': '45.82%', 'elapsed_time': '4h 1m 29s', 'remaining_time': '4h 45m 34s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067291}
{'loss': 0.08364332, 'grad_norm': 0.35286033, 'learning_rate': 6.061e-05, 'token_acc': 0.96875, 'epoch': 0.92, 'global_step/max_steps': '980/2128', 'percentage': '46.05%', 'elapsed_time': '4h 1m 54s', 'remaining_time': '4h 43m 23s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067517}
{'loss': 0.08800489, 'grad_norm': 0.33971041, 'learning_rate': 6.023e-05, 'token_acc': 0.96354167, 'epoch': 0.93, 'global_step/max_steps': '985/2128', 'percentage': '46.29%', 'elapsed_time': '4h 2m 20s', 'remaining_time': '4h 41m 12s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067744}
{'loss': 0.1018649, 'grad_norm': 0.38328707, 'learning_rate': 5.985e-05, 'token_acc': 0.96979167, 'epoch': 0.93, 'global_step/max_steps': '990/2128', 'percentage': '46.52%', 'elapsed_time': '4h 2m 45s', 'remaining_time': '4h 39m 2s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067971}
{'loss': 0.08023796, 'grad_norm': 0.20051017, 'learning_rate': 5.946e-05, 'token_acc': 0.97395833, 'epoch': 0.94, 'global_step/max_steps': '995/2128', 'percentage': '46.76%', 'elapsed_time': '4h 3m 9s', 'remaining_time': '4h 36m 53s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068198}
{'loss': 0.09087718, 'grad_norm': 0.28427175, 'learning_rate': 5.908e-05, 'token_acc': 0.965625, 'epoch': 0.94, 'global_step/max_steps': '1000/2128', 'percentage': '46.99%', 'elapsed_time': '4h 3m 35s', 'remaining_time': '4h 34m 46s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.068419}
{'eval_loss': 0.10254383, 'eval_runtime': 506.2687, 'eval_samples_per_second': 44.702, 'eval_steps_per_second': 11.176, 'eval_token_acc': 0.9634572, 'epoch': 0.94, 'global_step/max_steps': '1000/2128', 'percentage': '46.99%', 'elapsed_time': '4h 12m 2s', 'remaining_time': '4h 44m 17s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066129}
{'loss': 0.08669597, 'grad_norm': 0.37567154, 'learning_rate': 5.87e-05, 'token_acc': 0.971875, 'epoch': 0.95, 'global_step/max_steps': '1005/2128', 'percentage': '47.23%', 'elapsed_time': '4h 12m 29s', 'remaining_time': '4h 42m 8s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06634}
{'loss': 0.07343969, 'grad_norm': 0.28704092, 'learning_rate': 5.832e-05, 'token_acc': 0.97083333, 'epoch': 0.95, 'global_step/max_steps': '1010/2128', 'percentage': '47.46%', 'elapsed_time': '4h 12m 54s', 'remaining_time': '4h 39m 57s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066558}
{'loss': 0.09186809, 'grad_norm': 0.30716848, 'learning_rate': 5.793e-05, 'token_acc': 0.96770833, 'epoch': 0.95, 'global_step/max_steps': '1015/2128', 'percentage': '47.70%', 'elapsed_time': '4h 13m 20s', 'remaining_time': '4h 37m 47s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066776}
{'loss': 0.08325933, 'grad_norm': 0.3200734, 'learning_rate': 5.755e-05, 'token_acc': 0.975, 'epoch': 0.96, 'global_step/max_steps': '1020/2128', 'percentage': '47.93%', 'elapsed_time': '4h 13m 45s', 'remaining_time': '4h 35m 38s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.066994}
{'loss': 0.06750379, 'grad_norm': 0.29264545, 'learning_rate': 5.716e-05, 'token_acc': 0.98125, 'epoch': 0.96, 'global_step/max_steps': '1025/2128', 'percentage': '48.17%', 'elapsed_time': '4h 14m 10s', 'remaining_time': '4h 33m 31s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06721}
{'loss': 0.07905633, 'grad_norm': 0.4836328, 'learning_rate': 5.678e-05, 'token_acc': 0.971875, 'epoch': 0.97, 'global_step/max_steps': '1030/2128', 'percentage': '48.40%', 'elapsed_time': '4h 14m 36s', 'remaining_time': '4h 31m 24s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067424}
{'loss': 0.09058931, 'grad_norm': 0.28857175, 'learning_rate': 5.639e-05, 'token_acc': 0.96458333, 'epoch': 0.97, 'global_step/max_steps': '1035/2128', 'percentage': '48.64%', 'elapsed_time': '4h 15m 1s', 'remaining_time': '4h 29m 19s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.06764}
{'loss': 0.07584286, 'grad_norm': 0.29527453, 'learning_rate': 5.601e-05, 'token_acc': 0.97291667, 'epoch': 0.98, 'global_step/max_steps': '1040/2128', 'percentage': '48.87%', 'elapsed_time': '4h 15m 27s', 'remaining_time': '4h 27m 14s', 'memory(GiB)': 30.15, 'train_speed(iter/s)': 0.067853}
